date,cash_rate,scrape_date
2022-10-01,2.5250000000000057,2022-10-18
2022-11-01,2.799999999999997,2022-10-18
2022-12-01,2.969999999999999,2022-10-18
2023-01-01,3.0150000000000006,2022-10-18
2023-02-01,3.1700000000000017,2022-10-18
2023-03-01,3.364999999999995,2022-10-18
2023-04-01,3.569999999999993,2022-10-18
2023-05-01,3.75,2022-10-18
2023-06-01,3.825000000000003,2022-10-18
2023-07-01,3.8799999999999955,2022-10-18
2023-08-01,3.9200000000000017,2022-10-18
2023-09-01,3.950000000000003,2022-10-18
2023-10-01,3.969999999999999,2022-10-18
2023-11-01,3.9749999999999943,2022-10-18
2023-12-01,3.969999999999999,2022-10-18
2024-01-01,3.969999999999999,2022-10-18
2024-02-01,3.9549999999999983,2022-10-18
2024-03-01,3.930000000000007,2022-10-18
