date,cash_rate,scrape_date
2022-11-01,2.799999999999997,2022-11-29
2022-12-01,2.980000000000004,2022-11-29
2023-01-01,3.019999999999996,2022-11-29
2023-02-01,3.1700000000000017,2022-11-29
2023-03-01,3.3299999999999983,2022-11-29
2023-04-01,3.444999999999993,2022-11-29
2023-05-01,3.5600000000000023,2022-11-29
2023-06-01,3.6400000000000006,2022-11-29
2023-07-01,3.7099999999999937,2022-11-29
2023-08-01,3.760000000000005,2022-11-29
2023-09-01,3.7950000000000017,2022-11-29
2023-10-01,3.8299999999999983,2022-11-29
2023-11-01,3.8349999999999937,2022-11-29
2023-12-01,3.8149999999999977,2022-11-29
2024-01-01,3.8149999999999977,2022-11-29
2024-02-01,3.805000000000007,2022-11-29
2024-03-01,3.780000000000001,2022-11-29
2024-04-01,3.7450000000000045,2022-11-29
